Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Media
17355155120,"Feb 10, 2026, 8:16:35 PM",Night Walk,Walk,,541,0.71,144.0,1,false,,,activities/18451886380.fit.gz,,,541.0,474.0,715.3,2.513,1.509,2.6,2.2,166.4,169.2,10.3,-0.1,,,,,144.0,115.0,,,48.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.322,0.0,,,,,0.0,,,,,,,,,,,,,,""
17424033231,"Feb 17, 2026, 6:50:39 AM",Morning Run,Run,"",577,1.95,,,false,,,activities/17424033231.gpx,,,577.0,577.0,1951.3,5.54,3.382,0.0,0.0,172.4,174.2,10.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1953.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.382,0.0,,,,1464.0,0.0,,,,3.386,,,,,,,,,,""
17498807724,"Feb 23, 2026, 8:54:13 PM",4k,Run,"",1252,4.03,,,false,,,activities/17498807724.gpx,,,1252.0,1247.0,4032.9,8.32,3.234,0.0,0.0,172.5,174.1,2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4035.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.221,0.0,,,,3158.0,0.0,,,,3.236,,,,,,,,,,""
17510629281,"Feb 24, 2026, 8:18:52 PM",5k,Run,"",1568,5.00,,,false,,,activities/17510629281.gpx,,,1568.0,1562.0,5002.9,8.48,3.203,0.0,0.0,172.3,174.0,3.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5006.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.191,0.0,,,,3820.0,0.0,,,,3.205,,,,,,,,,,""
17580562174,"Mar 2, 2026, 7:55:49 PM",Evening Run,Run,,3280,10.03,178.0,162,false,,,activities/18678417835.fit.gz,,,3280.0,3280.0,10035.4,7.68,3.06,38.6,41.8,162.8,171.6,8.8,0.0,,,,,178.0,169.0,,228.0,636.0,,,162.0,,,,,,,,,227.0,3281.0,,,0.0,,1.0,10096.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,0.0,,,,8270.0,0.0,,265.0,171.0,3.078,,,,,,,,,,""
17592820726,"Mar 3, 2026, 7:50:02 PM",Evening Run,Run,"",1420,4.00,,,false,,,activities/17592820726.gpx,,,1420.0,1408.0,4001.3,5.58,2.842,0.0,0.0,172.4,174.1,1.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4003.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.818,0.0,,,,3434.0,0.0,,,,2.844,,,,,,,,,,""
17597392957,"Mar 4, 2026, 7:40:00 AM",Morning Ride,Ride,"",916,3.76,,,false,,,activities/17597392957.gpx,,9.0,916.0,784.0,3767.6,9.86,4.806,0.0,0.0,171.6,173.7,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.113,147.6,,,,,0.0,,,,,,,,,,,,,,""
17621256170,"Mar 6, 2026, 12:36:34 AM",Night Ride,Ride,"",22340,4.80,,,false,,,activities/17621256170.gpx,,9.0,22340.0,1195.0,4800.2,7.74,4.017,9.3,6.2,170.8,178.0,2.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215,0.0,,,,,0.0,,,,,,,,,,,,,,""
17651110434,"Mar 8, 2026, 4:22:45 PM",Afternoon Run,Run,,207,0.53,149.0,3,false,,,activities/18749359034.fit.gz,,,207.0,203.0,531.3,3.84,2.617,0.0,0.0,168.0,169.2,2.4,0.0,,,,,149.0,146.0,,199.0,32.0,,,3.0,,,,,,,,,194.0,202.0,,,0.0,,1.0,531.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.567,0.0,,,,464.0,0.0,,11.0,146.0,2.617,,,,,,,,,,""
17651359420,"Mar 8, 2026, 4:36:45 PM",Afternoon Run,Run,,407,0.99,170.0,10,false,,,activities/18749610405.fit.gz,,,407.0,355.0,990.7,4.22,2.791,2.0,0.0,168.4,170.4,5.6,0.1,,,,,170.0,156.0,,203.0,61.0,,,10.0,,,,,,,,,198.0,408.0,,,0.0,,1.0,991.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.434,0.0,,,,848.0,0.0,,25.0,149.0,2.792,,,,,,,,,,""
17652397158,"Mar 8, 2026, 5:50:11 PM",Evening Run,Run,,1058,3.10,175.0,41,false,,,activities/18750655733.fit.gz,,,1058.0,1058.0,3102.0,4.24,2.932,18.4,19.6,164.4,171.0,7.9,-0.1,,,,,175.0,164.0,,221.0,196.0,,,41.0,,,,,,,,,219.0,1059.0,,,0.0,,1.0,3126.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.932,1234.4,,,,2672.0,0.0,,79.0,165.0,2.955,,,,,,,,,,""
17652830427,"Mar 8, 2026, 6:10:50 PM",Evening Walk,Walk,,904,1.32,117.0,2,false,,,activities/18751092260.fit.gz,,,904.0,904.0,1328.6,2.367,1.47,5.0,8.8,164.4,170.6,10.4,-0.4,,,,,117.0,109.0,,,78.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,279.8,,,,598.0,0.0,,,,,,,,,,,,,,""
17652892422,"Mar 8, 2026, 6:26:04 PM",Evening Run,Run,,1981,5.02,165.0,60,false,,,activities/18751154744.fit.gz,,,1981.0,1981.0,5019.8,3.84,2.534,38.0,34.6,157.8,169.4,12.9,0.0,,,,,165.0,158.0,,194.0,333.0,,,60.0,,,,,,,,,194.0,1982.0,,,0.0,,1.0,5118.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.534,380.4,,,,4940.0,0.0,,117.0,146.0,2.584,,,,,,,,,,""
17656761744,"Mar 9, 2026, 7:32:06 AM",Morning Ride,Ride,"",1099,4.46,,,false,,,activities/17656761744.gpx,,9.0,1099.0,1014.0,4465.4,8.2,4.404,2.8,5.5,170.9,174.3,2.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.063,0.0,,,,,0.0,,,,,,,,,,,,,,""
17664371716,"Mar 9, 2026, 7:48:20 PM",Evening Run,Run,"",1749,5.02,,,false,,,activities/17664371716.gpx,,,1749.0,1742.0,5024.1,6.38,2.884,0.0,0.0,172.3,174.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.873,0.0,,,,4432.0,0.0,,,,2.886,,,,,,,,,,""
17728115983,"Mar 15, 2026, 9:43:05 AM",Morning Run,Run,"",1345,4.00,,,false,,,activities/17728115983.gpx,,,1345.0,1310.0,4005.5,5.42,3.058,0.0,0.0,172.3,174.0,2.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4009.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.978,0.0,,,,3342.0,0.0,,,,3.06,,,,,,,,,,""
17747142105,"Mar 16, 2026, 8:39:11 PM",Night Run,Run,"",3462,10.00,,,false,,,activities/17747142105.gpx,,,3462.0,3448.0,10007.4,4.86,2.902,8.9,8.9,171.5,175.2,8.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,10025.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.891,0.0,,,,8762.0,0.0,,,,2.908,,,,,,,,,,""
